day,away_team,road_trip_list,road_trip_distance,,,,,,,,,,,,,,,,game key,Portland,Sacramento,Oakland,LAC,LAL,Phoenix,Utah,Denver,OKC,Dallas,San Antonio,Houston,New Orleans,Memphis,Minneapolis,Boston,Toronto,New York,Philedelphia,Brooklyn,Cleveland,Milwakee,Chicago,Indianapolis,Detroit,Washington,Atlanta,Miami,Charlotte,Orlando,,,"key, new may 15 2021",Portland,Sacramento,Oakland,LAC,LAL,Phoenix,Utah,Denver,OKC,Dallas,San Antonio,Houston,New Orleans,Memphis,Minneapolis,Boston,Toronto,New York,Philedelphia,Brooklyn,Cleveland,Milwakee,Chicago,Indianapolis,Detroit,Washington,Atlanta,Miami,Charlotte,Orlando
31,LAL,"['LAL@Brooklyn', 'LAL@Cleveland', 'LAL@Milwakee', 'LAL@Chicago', 'LAL@Indianapolis', 'LAL@Detroit', 'LAL@Washington', 'LAL@Atlanta', 'LAL@Miami', 'LAL@Charlotte', 'LAL@Orlando', 'LAL@Boston', 'LAL@Toronto', 'LAL@New York', 'LAL@Philedelphia']",10699.82,"[2448.3, 404.26, 335.23, 81.52, 165.01, 240.36, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 2390.88]",,,,,,,,,,,,,,,Brooklyn,Brooklyn@Portland,Brooklyn@Sacramento,Brooklyn@Oakland,Brooklyn@LAC,Brooklyn@LAL,Brooklyn@Phoenix,Brooklyn@Utah,Brooklyn@Denver,Brooklyn@OKC,Brooklyn@Dallas,Brooklyn@San Antonio,Brooklyn@Houston,Brooklyn@New Orleans,Brooklyn@Memphis,Brooklyn@Minneapolis,Brooklyn@Boston,Brooklyn@Toronto,Brooklyn@New York,Brooklyn@Philedelphia,Brooklyn@Brooklyn,Brooklyn@Cleveland,Brooklyn@Milwakee,Brooklyn@Chicago,Brooklyn@Indianapolis,Brooklyn@Detroit,Brooklyn@Washington,Brooklyn@Atlanta,Brooklyn@Miami,Brooklyn@Charlotte,Brooklyn@Orlando,,,Brooklyn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,,2,2,2,2,1,2,1,2,2,2
31,Phoenix,"['Phoenix@Cleveland', 'Phoenix@Milwakee', 'Phoenix@Chicago', 'Phoenix@Indianapolis', 'Phoenix@Detroit', 'Phoenix@Washington', 'Phoenix@Atlanta', 'Phoenix@Miami', 'Phoenix@Charlotte', 'Phoenix@Orlando', 'Phoenix@Boston', 'Phoenix@Toronto', 'Phoenix@New York', 'Phoenix@Philedelphia', 'Phoenix@Brooklyn', 'LAL@Utah', 'Phoenix@LAL']",10192.05,"[1747.65, 335.23, 81.52, 165.01, 240.36, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 1969.87, 580.29, 357.23]",,,,,,,,,,,,,,,Cleveland,Cleveland@Portland,Cleveland@Sacramento,Cleveland@Oakland,Cleveland@LAC,Cleveland@LAL,Cleveland@Phoenix,Cleveland@Utah,Cleveland@Denver,Cleveland@OKC,Cleveland@Dallas,Cleveland@San Antonio,Cleveland@Houston,Cleveland@New Orleans,Cleveland@Memphis,Cleveland@Minneapolis,Cleveland@Boston,Cleveland@Toronto,Cleveland@New York,Cleveland@Philedelphia,Cleveland@Brooklyn,Cleveland@Cleveland,Cleveland@Milwakee,Cleveland@Chicago,Cleveland@Indianapolis,Cleveland@Detroit,Cleveland@Washington,Cleveland@Atlanta,Cleveland@Miami,Cleveland@Charlotte,Cleveland@Orlando,,,Cleveland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,,2,2,2,2,2,1,2,2,2
31,Utah,"['Utah@Milwakee', 'Utah@Chicago', 'Utah@Indianapolis', 'Utah@Detroit', 'Utah@Washington', 'Utah@Atlanta', 'Utah@Miami', 'Utah@Charlotte', 'Utah@Orlando', 'Utah@Boston', 'Utah@Toronto', 'Utah@New York', 'Utah@Philedelphia', 'Utah@Brooklyn', 'Utah@Cleveland']",8412.66,"[1240.55, 81.52, 165.01, 240.36, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 1566.07]",,,,,,,,,,,,,,,Milwakee,Milwakee@Portland,Milwakee@Sacramento,Milwakee@Oakland,Milwakee@LAC,Milwakee@LAL,Milwakee@Phoenix,Milwakee@Utah,Milwakee@Denver,Milwakee@OKC,Milwakee@Dallas,Milwakee@San Antonio,Milwakee@Houston,Milwakee@New Orleans,Milwakee@Memphis,Milwakee@Minneapolis,Milwakee@Boston,Milwakee@Toronto,Milwakee@New York,Milwakee@Philedelphia,Milwakee@Brooklyn,Milwakee@Cleveland,Milwakee@Milwakee,Milwakee@Chicago,Milwakee@Indianapolis,Milwakee@Detroit,Milwakee@Washington,Milwakee@Atlanta,Milwakee@Miami,Milwakee@Charlotte,Milwakee@Orlando,,,Milwakee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,1
31,Denver,"['Denver@Chicago', 'Denver@Indianapolis', 'Denver@Detroit', 'Denver@Washington', 'Denver@Atlanta', 'Denver@Miami', 'Denver@Charlotte', 'Denver@Orlando', 'Denver@Boston', 'Denver@Toronto', 'Denver@New York', 'Denver@Philedelphia', 'Denver@Brooklyn', 'Denver@Cleveland', 'Denver@Milwakee', 'Denver@Minneapolis', 'Denver@Minneapolis']",7776.63,"[919.23, 165.01, 240.36, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 298.34, 0.0, 699.31]",,,,,,,,,,,,,,,Chicago,Chicago@Portland,Chicago@Sacramento,Chicago@Oakland,Chicago@LAC,Chicago@LAL,Chicago@Phoenix,Chicago@Utah,Chicago@Denver,Chicago@OKC,Chicago@Dallas,Chicago@San Antonio,Chicago@Houston,Chicago@New Orleans,Chicago@Memphis,Chicago@Minneapolis,Chicago@Boston,Chicago@Toronto,Chicago@New York,Chicago@Philedelphia,Chicago@Brooklyn,Chicago@Cleveland,Chicago@Milwakee,Chicago@Chicago,Chicago@Indianapolis,Chicago@Detroit,Chicago@Washington,Chicago@Atlanta,Chicago@Miami,Chicago@Charlotte,Chicago@Orlando,,,Chicago,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,2,2,2,1,2,2
31,OKC,"['OKC@Indianapolis', 'OKC@Detroit', 'OKC@Washington', 'OKC@Atlanta', 'OKC@Miami', 'OKC@Charlotte', 'OKC@Orlando', 'OKC@Boston', 'OKC@Toronto', 'OKC@New York', 'OKC@Philedelphia', 'OKC@Brooklyn', 'OKC@Cleveland', 'OKC@Milwakee', 'OKC@Chicago']",7158.53,"[689.06, 240.36, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 693.21]",,,,,,,,,,,,,,,Indianapolis,Indianapolis@Portland,Indianapolis@Sacramento,Indianapolis@Oakland,Indianapolis@LAC,Indianapolis@LAL,Indianapolis@Phoenix,Indianapolis@Utah,Indianapolis@Denver,Indianapolis@OKC,Indianapolis@Dallas,Indianapolis@San Antonio,Indianapolis@Houston,Indianapolis@New Orleans,Indianapolis@Memphis,Indianapolis@Minneapolis,Indianapolis@Boston,Indianapolis@Toronto,Indianapolis@New York,Indianapolis@Philedelphia,Indianapolis@Brooklyn,Indianapolis@Cleveland,Indianapolis@Milwakee,Indianapolis@Chicago,Indianapolis@Indianapolis,Indianapolis@Detroit,Indianapolis@Washington,Indianapolis@Atlanta,Indianapolis@Miami,Indianapolis@Charlotte,Indianapolis@Orlando,,,Indianapolis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,1,2
31,Dallas,"['Dallas@Detroit', 'Dallas@Washington', 'Dallas@Atlanta', 'Dallas@Miami', 'Dallas@Charlotte', 'Dallas@Orlando', 'Dallas@Boston', 'Dallas@Toronto', 'Dallas@New York', 'Dallas@Philedelphia', 'Dallas@Brooklyn', 'Dallas@Cleveland', 'Dallas@Milwakee', 'Dallas@Chicago', 'Dallas@Indianapolis', 'Dallas@San Antonio']",7954.73,"[1000.38, 394.34, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 1000.72, 252.72]",,,,,,,,,,,,,,,Detroit,Detroit@Portland,Detroit@Sacramento,Detroit@Oakland,Detroit@LAC,Detroit@LAL,Detroit@Phoenix,Detroit@Utah,Detroit@Denver,Detroit@OKC,Detroit@Dallas,Detroit@San Antonio,Detroit@Houston,Detroit@New Orleans,Detroit@Memphis,Detroit@Minneapolis,Detroit@Boston,Detroit@Toronto,Detroit@New York,Detroit@Philedelphia,Detroit@Brooklyn,Detroit@Cleveland,Detroit@Milwakee,Detroit@Chicago,Detroit@Indianapolis,Detroit@Detroit,Detroit@Washington,Detroit@Atlanta,Detroit@Miami,Detroit@Charlotte,Detroit@Orlando,,,Detroit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,,1,2,2,2,2
31,San Antonio,"['San Antonio@Washington', 'San Antonio@Atlanta', 'San Antonio@Miami', 'San Antonio@Charlotte', 'San Antonio@Orlando', 'San Antonio@Boston', 'San Antonio@Toronto', 'San Antonio@New York', 'San Antonio@Philedelphia', 'San Antonio@Brooklyn', 'San Antonio@Cleveland', 'San Antonio@Milwakee', 'San Antonio@Chicago', 'San Antonio@Indianapolis', 'San Antonio@Detroit']",8173.95,"[1387.27, 542.9, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 240.36, 1239.75]",,,,,,,,,,,,,,,Washington,Washington@Portland,Washington@Sacramento,Washington@Oakland,Washington@LAC,Washington@LAL,Washington@Phoenix,Washington@Utah,Washington@Denver,Washington@OKC,Washington@Dallas,Washington@San Antonio,Washington@Houston,Washington@New Orleans,Washington@Memphis,Washington@Minneapolis,Washington@Boston,Washington@Toronto,Washington@New York,Washington@Philedelphia,Washington@Brooklyn,Washington@Cleveland,Washington@Milwakee,Washington@Chicago,Washington@Indianapolis,Washington@Detroit,Washington@Washington,Washington@Atlanta,Washington@Miami,Washington@Charlotte,Washington@Orlando,,,Washington,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,,2,2,2,2
31,Houston,"['Houston@Atlanta', 'Houston@Miami', 'Houston@Charlotte', 'Houston@Orlando', 'Houston@Boston', 'Houston@Toronto', 'Houston@New York', 'Houston@Philedelphia', 'Houston@Brooklyn', 'Houston@Cleveland', 'Houston@Milwakee', 'Houston@Chicago', 'Houston@Indianapolis', 'Houston@Detroit', 'Houston@Washington', 'Houston@OKC', 'Houston@San Antonio', 'Houston@San Antonio']",7862.17,"[701.86, 607.07, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 240.36, 394.34, 1150.73, 421.89, 0.0, 189.32]",,,,,,,,,,,,,,,Atlanta,Atlanta@Portland,Atlanta@Sacramento,Atlanta@Oakland,Atlanta@LAC,Atlanta@LAL,Atlanta@Phoenix,Atlanta@Utah,Atlanta@Denver,Atlanta@OKC,Atlanta@Dallas,Atlanta@San Antonio,Atlanta@Houston,Atlanta@New Orleans,Atlanta@Memphis,Atlanta@Minneapolis,Atlanta@Boston,Atlanta@Toronto,Atlanta@New York,Atlanta@Philedelphia,Atlanta@Brooklyn,Atlanta@Cleveland,Atlanta@Milwakee,Atlanta@Chicago,Atlanta@Indianapolis,Atlanta@Detroit,Atlanta@Washington,Atlanta@Atlanta,Atlanta@Miami,Atlanta@Charlotte,Atlanta@Orlando,,,Atlanta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,,2,2,2
31,New Orleans,"['New Orleans@Miami', 'New Orleans@Charlotte', 'New Orleans@Orlando', 'New Orleans@Boston', 'New Orleans@Toronto', 'New Orleans@New York', 'New Orleans@Philedelphia', 'New Orleans@Brooklyn', 'New Orleans@Cleveland', 'New Orleans@Milwakee', 'New Orleans@Chicago', 'New Orleans@Indianapolis', 'New Orleans@Detroit', 'New Orleans@Washington', 'New Orleans@Atlanta', 'New Orleans@Portland', 'New Orleans@Sacramento', 'New Orleans@Oakland', 'New Orleans@LAC', 'New Orleans@LAL', 'New Orleans@Phoenix']",10743.12,"[669.73, 655.87, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 240.36, 394.34, 542.9, 2171.18, 483.96, 68.36, 343.79, 0.0, 357.23, 1314.67]",,,,,,,,,,,,,,,Miami,Miami@Portland,Miami@Sacramento,Miami@Oakland,Miami@LAC,Miami@LAL,Miami@Phoenix,Miami@Utah,Miami@Denver,Miami@OKC,Miami@Dallas,Miami@San Antonio,Miami@Houston,Miami@New Orleans,Miami@Memphis,Miami@Minneapolis,Miami@Boston,Miami@Toronto,Miami@New York,Miami@Philedelphia,Miami@Brooklyn,Miami@Cleveland,Miami@Milwakee,Miami@Chicago,Miami@Indianapolis,Miami@Detroit,Miami@Washington,Miami@Atlanta,Miami@Miami,Miami@Charlotte,Miami@Orlando,,,Miami,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,,2,2
31,Memphis,"['Memphis@Charlotte', 'Memphis@Orlando', 'Memphis@Boston', 'Memphis@Toronto', 'Memphis@New York', 'Memphis@Philedelphia', 'Memphis@Brooklyn', 'Memphis@Cleveland', 'Memphis@Milwakee', 'Memphis@Chicago', 'Memphis@Indianapolis', 'Memphis@Detroit', 'Memphis@Washington', 'Memphis@Atlanta', 'Memphis@Miami']",6680.48,"[520.25, 463.73, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 240.36, 394.34, 542.9, 607.07, 874.83]",,,,,,,,,,,,,,,Charlotte,Charlotte@Portland,Charlotte@Sacramento,Charlotte@Oakland,Charlotte@LAC,Charlotte@LAL,Charlotte@Phoenix,Charlotte@Utah,Charlotte@Denver,Charlotte@OKC,Charlotte@Dallas,Charlotte@San Antonio,Charlotte@Houston,Charlotte@New Orleans,Charlotte@Memphis,Charlotte@Minneapolis,Charlotte@Boston,Charlotte@Toronto,Charlotte@New York,Charlotte@Philedelphia,Charlotte@Brooklyn,Charlotte@Cleveland,Charlotte@Milwakee,Charlotte@Chicago,Charlotte@Indianapolis,Charlotte@Detroit,Charlotte@Washington,Charlotte@Atlanta,Charlotte@Miami,Charlotte@Charlotte,Charlotte@Orlando,,,Charlotte,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,,2
31,Minneapolis,"['Minneapolis@Orlando', 'Minneapolis@Boston', 'Minneapolis@Toronto', 'Minneapolis@New York', 'Minneapolis@Philedelphia', 'Minneapolis@Brooklyn', 'Minneapolis@Cleveland', 'Minneapolis@Milwakee', 'Minneapolis@Chicago', 'Minneapolis@Indianapolis', 'Minneapolis@Detroit', 'Minneapolis@Washington', 'Minneapolis@Atlanta', 'Minneapolis@Miami', 'Minneapolis@Charlotte']",7728.01,"[1310.86, 1117.04, 430.26, 342.42, 80.63, 80.63, 404.26, 335.23, 81.52, 165.01, 240.36, 394.34, 542.9, 607.07, 655.87, 939.61]",,,,,,,,,,,,,,,Orlando,Orlando@Portland,Orlando@Sacramento,Orlando@Oakland,Orlando@LAC,Orlando@LAL,Orlando@Phoenix,Orlando@Utah,Orlando@Denver,Orlando@OKC,Orlando@Dallas,Orlando@San Antonio,Orlando@Houston,Orlando@New Orleans,Orlando@Memphis,Orlando@Minneapolis,Orlando@Boston,Orlando@Toronto,Orlando@New York,Orlando@Philedelphia,Orlando@Brooklyn,Orlando@Cleveland,Orlando@Milwakee,Orlando@Chicago,Orlando@Indianapolis,Orlando@Detroit,Orlando@Washington,Orlando@Atlanta,Orlando@Miami,Orlando@Charlotte,Orlando@Orlando,,,Orlando,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,
61,New York,['New York@Brooklyn'],0,"[0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Philedelphia,"['Philedelphia@Toronto', 'Philedelphia@Toronto', 'Philedelphia@Atlanta', 'Philedelphia@Miami', 'Philedelphia@Charlotte', 'Philedelphia@Orlando', 'Philedelphia@Atlanta', 'Philedelphia@Miami', 'Philedelphia@Charlotte', 'Philedelphia@Orlando']",5792.38,"[335.8, 0.0, 736.06, 607.07, 655.87, 463.73, 401.98, 607.07, 655.87, 463.73, 865.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Cleveland,"['Cleveland@Chicago', 'Cleveland@Indianapolis', 'Cleveland@Detroit', 'Cleveland@Washington']",1411.74,"[307.65, 165.01, 240.36, 394.34, 304.38]",,,,,,,,,,,,,,,count in outupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Milwakee,['Milwakee@Boston'],1712.58,"[856.29, 856.29]",,,,,,,,,,,,,,,,Portland,Sacramento,Oakland,LAC,LAL,Phoenix,Utah,Denver,OKC,Dallas,San Antonio,Houston,New Orleans,Memphis,Minneapolis,Boston,Toronto,New York,Philedelphia,Brooklyn,Cleveland,Milwakee,Chicago,Indianapolis,Detroit,Washington,Atlanta,Miami,Charlotte,Orlando,,,CHECK,Portland,Sacramento,Oakland,LAC,LAL,Phoenix,Utah,Denver,OKC,Dallas,San Antonio,Houston,New Orleans,Memphis,Minneapolis,Boston,Toronto,New York,Philedelphia,Brooklyn,Cleveland,Milwakee,Chicago,Indianapolis,Detroit,Washington,Atlanta,Miami,Charlotte,Orlando
61,Washington,"['Washington@Orlando', 'Washington@Atlanta']",1704.1,"[759.22, 401.98, 542.9]",,,,,,,,,,,,,,,Portland,0,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Portland,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
61,Miami,['Miami@Detroit'],2315.12,"[1157.56, 1157.56]",,,,,,,,,,,,,,,Sacramento,1,0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Sacramento,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
61,Charlotte,['Charlotte@Indianapolis'],856.98,"[428.49, 428.49]",,,,,,,,,,,,,,,Oakland,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Oakland,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Portland,"['Portland@Utah', 'Portland@Denver', 'Portland@OKC', 'Portland@Dallas', 'Portland@San Antonio', 'Portland@Houston']",3979.69,"[635.46, 371.0, 504.73, 190.63, 252.72, 189.32, 1835.83]",,,,,,,,,,,,,,,LAC,2,2,2,0,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,LAC,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Memphis,"['Memphis@OKC', 'Memphis@Dallas', 'Memphis@San Antonio', 'Memphis@Houston']",1539.66,"[421.99, 190.63, 252.72, 189.32, 485.0]",,,,,,,,,,,,,,,LAL,2,2,2,2,0,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,LAL,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Boston,['Boston@New York'],380.84,"[190.42, 190.42]",,,,,,,,,,,,,,,Phoenix,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Phoenix,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Brooklyn,"['Brooklyn@Miami', 'Brooklyn@Charlotte', 'Brooklyn@Orlando', 'Brooklyn@Boston', 'Brooklyn@Cleveland', 'Brooklyn@Milwakee', 'Brooklyn@Chicago', 'Brooklyn@Indianapolis', 'Brooklyn@Detroit', 'Brooklyn@Washington']",5300.62,"[1093.57, 655.87, 463.73, 1117.04, 550.17, 335.23, 81.52, 165.01, 240.36, 394.34, 203.78]",,,,,,,,,,,,,,,Utah,2,2,1,2,2,2,0,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Utah,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Chicago,"['Chicago@Indianapolis', 'Chicago@Detroit', 'Chicago@Washington', 'Chicago@Atlanta', 'Chicago@Charlotte']",2157.24,"[165.01, 240.36, 394.34, 542.9, 226.47, 588.16]",,,,,,,,,,,,,,,Denver,2,1,2,2,2,2,2,0,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Denver,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Detroit,['Detroit@Charlotte'],1011.02,"[505.51, 505.51]",,,,,,,,,,,,,,,OKC,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,OKC,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
63,Orlando,['Orlando@Milwakee'],2133.8,"[1066.9, 1066.9]",,,,,,,,,,,,,,,Dallas,2,1,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Dallas,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,Sacramento,['Sacramento@LAL'],723.7,"[361.85, 361.85]",,,,,,,,,,,,,,,San Antonio,2,2,1,2,2,2,2,2,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,San Antonio,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,Utah,"['Utah@LAC', 'Utah@LAL', 'Utah@Phoenix', 'Utah@Denver', 'Utah@OKC', 'Utah@Dallas']",3219.08,"[580.29, 0.0, 357.23, 586.2, 504.73, 190.63, 1000.0]",,,,,,,,,,,,,,,Houston,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Houston,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,Minneapolis,"['Minneapolis@OKC', 'Minneapolis@Dallas', 'Minneapolis@San Antonio', 'Minneapolis@Houston', 'Minneapolis@New Orleans', 'Minneapolis@Memphis']",2705.82,"[694.82, 190.63, 252.72, 189.32, 318.09, 359.58, 700.66]",,,,,,,,,,,,,,,New Orleans,2,2,2,1,2,2,1,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,New Orleans,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,Toronto,['Toronto@Milwakee'],861.3,"[430.65, 430.65]",,,,,,,,,,,,,,,Memphis,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Memphis,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,New York,"['New York@Orlando', 'New York@Boston', 'New York@Toronto', 'New York@Milwakee', 'New York@Chicago', 'New York@Indianapolis', 'New York@Detroit', 'New York@Washington', 'New York@Atlanta', 'New York@Philedelphia']",5088.92,"[940.0, 1117.04, 430.26, 430.65, 81.52, 165.01, 240.36, 394.34, 542.9, 666.21, 80.63]",,,,,,,,,,,,,,,Minneapolis,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,Minneapolis,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
65,Miami,['Miami@Washington'],1855.22,"[927.61, 927.61]",,,,,,,,,,,,,,,Boston,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,Boston,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
67,Oakland,"['Oakland@Sacramento', 'Oakland@Dallas', 'Oakland@San Antonio', 'Oakland@Houston', 'Oakland@New Orleans', 'Oakland@Memphis', 'Oakland@Minneapolis']",4903.32,"[68.36, 1439.59, 252.72, 189.32, 318.09, 359.58, 700.66, 1575.0]",,,,,,,,,,,,,,,Toronto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,1,2,2,2,2,1,2,,,Toronto,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
67,Denver,['Denver@Phoenix'],1172.4,"[586.2, 586.2]",,,,,,,,,,,,,,,New York,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,2,2,2,1,2,2,2,2,1,2,2,,,New York,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
67,Milwakee,['Milwakee@Toronto'],861.3,"[430.65, 430.65]",,,,,,,,,,,,,,,Philedelphia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,2,1,2,2,2,2,1,2,2,2,2,,,Philedelphia,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
67,Atlanta,['Atlanta@Charlotte'],452.94,"[226.47, 226.47]",,,,,,,,,,,,,,,Brooklyn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,2,2,2,1,2,1,2,2,2,,,Brooklyn,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
69,LAC,['LAC@Sacramento'],723.7,"[361.85, 361.85]",,,,,,,,,,,,,,,Cleveland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,0,2,2,2,2,2,1,2,2,2,,,Cleveland,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
69,OKC,['OKC@Denver'],1009.46,"[504.73, 504.73]",,,,,,,,,,,,,,,Milwakee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,0,2,2,2,2,2,2,2,1,,,Milwakee,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
